firstName,lastName,email,phoneNumber,cin,customer_id,ssn,month,age,annual_income,monthly_inhand_salary,total_emi_per_month,num_bank_accounts,num_credit_card,interest_rate,num_of_loan,delay_from_due_date,num_of_delayed_payment,changed_credit_limit,num_credit_inquiries,credit_mix,outstanding_debt,credit_utilization_ratio,credit_history_age,payment_of_min_amount,amount_invested_monthly,payment_behaviour,monthly_balance,auto_loan,credit_builder_loan,debt_consolidation_loan,home_equity_loan,mortgage_loan,no_loan,not_specified,payday_loan,personal_loan,student_loan,occupation_Accountant,occupation_Architect,occupation_Developer,occupation_Doctor,occupation_Engineer,occupation_Entrepreneur,occupation_Journalist,occupation_Lawyer,occupation_Manager,occupation_Mechanic,occupation_Media_Manager,occupation_Musician,occupation_Scientist,occupation_Teacher,occupation_Writer,credit_score
Milesv,Tom,tommilesv@gmail.com,609971936,ua356,624264,995-31-3571,8.0,56.0,1215175.0,11876459.0,7249926.0,5.0,3.0,10.0,1.0,15.0,15.0,-521.0,2.0,0.0,101103.0,23076185.0,281.0,0.0,12478786.0,1.0,2767268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Standard
erq,Alex,alexerq@gmail.com,698167476,ua479,389459,995-31-7446,4.0,26.0,6193688.0,52164067.0,22336147.0,4.0,4.0,7.0,5.0,18.0,18.0,1039.0,8.0,0.0,187798.0,38072144.0,222.0,0.0,6544616.0,5.0,36574893.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Standard
Guia,Koh,kohguia@gmail.com,631733090,ua376,160135,995-31-5470,7.0,45.0,4934964.0,398747.0,14946953.0,5.0,3.0,15.0,5.0,15.0,13.0,93.0,6.0,0.0,183131.0,3039621.0,226.0,0.0,2113388.0,3.0,30793866.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Standard
Wohlo,Jessica,jessicawohlo@gmail.com,645026530,ua218,894664,995-31-1359,8.0,25.0,3047059.0,25182158.0,82255974.0,3.0,5.0,12.0,4.0,5.0,5.0,1182.0,3.0,0.0,55431.0,33762817.0,311.0,0.0,12399173.0,2.0,32557388.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Standard
Mohammedr,Arshad,arshadmohammedr@gmail.com,677854550,ua564,154775,995-31-7539,6.0,45.0,5528102.0,47137515.0,99258965.0,3.0,5.0,10.0,4.0,5.0,15.0,1718.0,7.0,0.0,52267.0,35138645.0,120.0,0.0,24817517.0,2.0,40394104.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Standard
Moffettp,Sebastian,sebastianmoffettp@gmail.com,611924438,ua516,227642,995-31-7654,7.0,44.0,8969265.0,9254387.0,5317871.0,7.0,6.0,28.0,8.0,38.0,17.0,297.0,12.0,0.0,272114.0,32116707.0,101.0,0.0,51307636.0,1.0,27805753.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Standard
Plumbi,Christian,christianplumbi@gmail.com,630262414,ua403,628238,995-31-5144,7.0,16.0,7333812.0,637351.0,3953348.0,3.0,4.0,12.0,7.0,6.0,10.0,992.0,5.0,0.0,244913.0,3200621.0,217.0,0.0,40751105.0,6.0,9450515.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Standard
Bhardwajr,Mayank,mayankbhardwajr@gmail.com,618957372,ua256,776763,995-31-6591,2.0,26.0,603635.0,52772915.0,0.0,3.0,7.0,5.0,0.0,8.0,0.0,238.0,0.0,0.0,1588.0,36405556.0,209.0,0.0,42012802.0,3.0,37760114.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Standard
Eganb,Louise,louiseeganb@gmail.com,600063288,ua562,936983,995-31-4668,4.0,26.0,8572182.0,7182485.0,0.0,4.0,3.0,8.0,0.0,14.0,4.0,882.0,4.0,0.0,114907.0,34414948.0,372.0,0.0,18126183.0,5.0,7869867.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Standard
Ferreira-Marquesl,Clara,claraferreira-marquesl@gmail.com,602561094,ua919,228398,995-31-9372,8.0,51.0,14254436.0,11360608.0,7260884.0,0.0,4.0,3.0,0.0,2.0,3.0,445.0,4.0,0.0,85555.0,3747383.0,228.0,0.0,12290198.0,6.0,13257677.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Standard
Palmerp,Doug,dougpalmerp@gmail.com,623904654,ua215,517033,995-31-6494,2.0,29.0,206372.0,16687667.0,68574905.0,4.0,5.0,14.0,4.0,15.0,18.0,974.0,2.0,0.0,138748.0,36991615.0,261.0,0.0,11264939.0,1.0,27565237.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Standard
Scuffhamr,Matt,mattscuffhamr@gmail.com,698494138,ua546,238700,995-31-6761,8.0,19.0,8473863.0,72925527.0,3836419.0,6.0,7.0,6.0,1.0,10.0,14.0,1972.0,10.0,0.0,38111.0,40914265.0,227.0,0.0,47668026.0,6.0,883223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
raz,Alex,alexraz@gmail.com,668300176,ua375,446984,995-31-7645,4.0,37.0,1826411.0,16210092.0,908122.0,5.0,5.0,15.0,7.0,23.0,18.0,1698.0,7.0,0.0,262213.0,25093798.0,150.0,0.0,17308315.0,1.0,18820557.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Gellerv,Martinne,martinnegellerv@gmail.com,659798521,ua935,724010,995-31-8097,2.0,22.0,2043415.0,16948458.0,6144926.0,7.0,6.0,8.0,4.0,9.0,14.0,106.0,0.0,0.0,139323.0,37650528.0,206.0,0.0,69596436.0,1.0,3284389.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Standard
Taylork,Edward,edwardtaylork@gmail.com,633812996,ua712,512880,995-31-7350,7.0,32.0,7326605.0,7395504.0,15819434.0,10.0,9.0,29.0,4.0,19.0,17.0,1438.0,12.0,0.0,257628.0,3497545.0,77.0,0.0,27085855.0,1.0,31104974.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Standard
Mutikania,Lucia,luciamutikania@gmail.com,672335639,ua761,845523,995-31-1731,1.0,40.0,9584649.0,8264207.0,0.0,8.0,4.0,9.0,0.0,8.0,19.0,1938.0,4.0,0.0,149369.0,25679295.0,364.0,0.0,55981287.0,3.0,5366079.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Standard
Bartzw,Diane,dianebartzw@gmail.com,674886188,ua670,477337,995-31-2471,7.0,21.0,7710447.0,65713726.0,17701762.0,3.0,7.0,6.0,4.0,6.0,16.0,429.0,4.0,0.0,10976.0,23896181.0,268.0,0.0,62355304.0,2.0,13656659.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Standard
Polityukp,Pavel,pavelpolityukp@gmail.com,608791562,ua738,626609,995-31-8076,2.0,19.0,423737.0,37421416.0,888603.0,0.0,6.0,4.0,3.0,5.0,6.0,1084.0,2.0,0.0,13915.0,40904713.0,339.0,0.0,9669993.0,6.0,42865393.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Standard
Oreskovicf,Alexei,alexeioreskovicf@gmail.com,614323206,ua236,900114,995-31-6681,7.0,47.0,7540844.0,64030366.0,10256618.0,0.0,1.0,6.0,3.0,13.0,4.0,343.0,9.0,0.0,148763.0,3990203.0,268.0,0.0,27222504.0,2.0,54551245.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Standard
Strupczewskix,Jan,janstrupczewskix@gmail.com,655652402,ua605,982380,995-31-2537,6.0,18.0,3254341.0,2962951.0,0.0,7.0,7.0,15.0,0.0,8.0,11.0,656.0,0.0,0.0,141501.0,26348139.0,322.0,0.0,100000.0,6.0,5126639.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Standard
Sheahany,Maria,mariasheahany@gmail.com,638057492,ua341,285429,995-31-5480,2.0,40.0,5732136.0,466678.0,42088867.0,10.0,10.0,22.0,9.0,42.0,15.0,468.0,7.0,0.0,222409.0,25271294.0,226.0,0.0,3111794.0,4.0,19327608.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Standard
Driverd,Anna,annadriverd@gmail.com,695241821,ua103,858916,995-31-2932,8.0,49.0,168665.0,16155416.0,8540131.0,4.0,4.0,19.0,1.0,27.0,12.0,131.0,6.0,0.0,138589.0,3451794.0,347.0,0.0,93820435.0,1.0,3491936.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Standard
Valetkevitchi,Caroline,carolinevaletkevitchi@gmail.com,638102949,ua934,859306,995-31-1476,8.0,19.0,12749148.0,1073129.0,2871612.0,5.0,1.0,1.0,4.0,4.0,9.0,165.0,4.0,0.0,56331.0,26996155.0,280.0,0.0,357096.0,4.0,6888718.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Standard
Levinef,Dan,danlevinef@gmail.com,630145258,ua318,588839,995-31-8960,5.0,22.0,3115618.0,24683484.0,113901184.0,7.0,4.0,15.0,5.0,5.0,11.0,1965.0,7.0,0.0,15908.0,33795193.0,224.0,0.0,6307514.0,5.0,31985852.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Standard
Ermans,Michael,michaelermans@gmail.com,694357833,ua675,165566,995-31-6716,6.0,42.0,8833225.0,9561021.0,3461952.0,10.0,7.0,23.0,5.0,58.0,19.0,163.0,14.0,0.0,298752.0,35399544.0,94.0,0.0,3561688.0,5.0,2753738.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Standard
Carewa,Sinead,sineadcarewa@gmail.com,644572183,ua381,689627,995-31-3173,3.0,21.0,3449862.0,3168885.0,0.0,5.0,6.0,1.0,0.0,13.0,3.0,721.0,5.0,0.0,12387.0,3986593.0,322.0,0.0,39743103.0,6.0,5171454.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Standard
Emmottk,Robin,robinemmottk@gmail.com,625239495,ua819,726146,995-31-8826,6.0,19.0,1547934.0,1143945.0,47717457.0,6.0,9.0,33.0,6.0,24.0,24.0,2712.0,9.0,0.0,310609.0,40443172.0,20.0,0.0,929951.0,2.0,25368195.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Standard
Kimf,Soyoung,soyoungkimf@gmail.com,605115522,ua448,561488,995-31-7710,6.0,33.0,2883683.0,2269069.0,0.0,7.0,4.0,16.0,0.0,19.0,13.0,1671.0,8.0,0.0,66756.0,3397617.0,207.0,0.0,17410075.0,1.0,34280615.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Standard
Rohanq,rian,rianrohanq@gmail.com,654249008,ua289,393518,995-31-2214,6.0,38.0,11679836.0,9912196.0,2562166.0,8.0,7.0,7.0,4.0,13.0,13.0,1351.0,0.0,0.0,139973.0,2964565.0,318.0,0.0,5297351.0,2.0,4852679.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Standard
Berging,Tom,tomberging@gmail.com,635547440,ua509,273143,995-31-9771,2.0,31.0,716760.0,59210.0,734552.0,5.0,4.0,18.0,2.0,14.0,16.0,1027.0,3.0,0.0,115059.0,29486382.0,269.0,0.0,25159976.0,5.0,51704504.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Standard
Santaj,Martin,martinsantaj@gmail.com,685827816,ua429,969566,995-31-1917,5.0,28.0,1012030.0,8675583.0,27890732.0,8.0,4.0,6.0,4.0,25.0,13.0,308.0,1.0,0.0,59894.0,27049337.0,291.0,0.0,224141.0,6.0,60451.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Standard
Thomasp,Natalie,nataliethomasp@gmail.com,682830328,ua865,122251,995-31-3679,4.0,21.0,2823008.0,25015066.0,36864685.0,8.0,5.0,19.0,2.0,9.0,15.0,1649.0,1.0,0.0,143762.0,27533571.0,396.0,0.0,44355957.0,5.0,41893002.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Zhouf,Wanfeng,wanfengzhouf@gmail.com,686930218,ua522,148362,995-31-9384,1.0,48.0,19179164.0,17102638.0,0.0,1.0,7.0,5.0,0.0,0.0,1.0,435.0,4.0,0.0,139131.0,36203186.0,337.0,0.0,6902807.0,3.0,37199832.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Standard
Dunmoreo,Charlie,charliedunmoreo@gmail.com,628660514,ua643,157039,995-31-6757,1.0,31.0,367077.0,3052975.0,13063614.0,5.0,5.0,19.0,5.0,15.0,20.0,1003.0,7.0,0.0,186779.0,28180674.0,136.0,0.0,30100272.0,1.0,16365866.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Standard
Klaymanr,en,enklaymanr@gmail.com,647569666,ua346,666133,995-31-1037,6.0,44.0,2027223.0,17763525.0,1148015.0,4.0,3.0,12.0,1.0,1.0,5.0,483.0,6.0,0.0,82897.0,40258633.0,330.0,0.0,19904705.0,1.0,3862504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Standard
Chrisr,Jones,joneschrisr@gmail.com,630409409,ua855,843347,995-31-9601,7.0,17.0,3173614.0,28136782.0,12134799.0,7.0,9.0,32.0,5.0,54.0,18.0,223.0,12.0,0.0,229623.0,26636698.0,245.0,0.0,11120618.0,1.0,29881366.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Standard
Noonani,Laura,lauranoonani@gmail.com,634110825,ua254,797702,995-31-2555,5.0,21.0,2544495.0,23424126.0,30781694.0,8.0,6.0,10.0,2.0,22.0,19.0,1122.0,8.0,0.0,24967.0,33305195.0,194.0,0.0,1848362.0,3.0,28862335.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Willo,Madeline,madelinewillo@gmail.com,657889661,ua923,137100,995-31-4599,5.0,34.0,565007.0,47653916.0,7901142.0,2.0,3.0,4.0,2.0,8.0,3.0,786.0,3.0,0.0,99198.0,3470649.0,391.0,0.0,621001.0,1.0,66526764.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Standard
Russo,Hilary,hilaryrusso@gmail.com,669298433,ua046,166517,995-31-3066,1.0,16.0,638454.0,529345.0,30666104.0,3.0,5.0,5.0,6.0,16.0,11.0,1457.0,8.0,0.0,59667.0,31377756.0,167.0,0.0,10239309.0,6.0,36029086.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Standard
Kimq,Miyoung,miyoungkimq@gmail.com,670783891,ua353,850424,995-31-4567,3.0,32.0,3558997.0,27948308.0,9823221.0,4.0,6.0,14.0,4.0,3.0,11.0,194.0,8.0,0.0,148418.0,37515373.0,173.0,0.0,27200455.0,1.0,1992463.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Standard
Slaterk,Steve,steveslaterk@gmail.com,609090568,ua933,798109,995-31-3968,1.0,32.0,7184235.0,8486863.0,33178127.0,6.0,8.0,31.0,7.0,48.0,25.0,254.0,8.0,0.0,23316.0,3323518.0,203.0,0.0,9764334.0,1.0,24404715.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Good
Mollenkampj,Carrick,carrickmollenkampj@gmail.com,661753800,ua444,557763,995-31-7062,6.0,38.0,1531965.0,14606375.0,28182034.0,6.0,7.0,15.0,4.0,54.0,16.0,1713.0,6.0,0.0,145361.0,24846424.0,134.0,0.0,45611717.0,4.0,33227.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Standard
Stoddardn,Ed,edstoddardn@gmail.com,642100804,ua498,631073,995-31-4976,8.0,26.0,2083308.0,160709.0,6748557.0,4.0,5.0,17.0,5.0,17.0,8.0,1873.0,8.0,0.0,123129.0,3392197.0,140.0,0.0,2649536.0,6.0,30672806.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Standard
Moony,Angela,angelamoony@gmail.com,680813555,ua652,108045,995-31-4506,4.0,22.0,1412868.0,88439.0,12076671.0,4.0,4.0,9.0,2.0,6.0,20.0,1432.0,4.0,0.0,31456.0,3855364.0,236.0,0.0,29608725.0,1.0,28866974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Deyg,Suvashree,suvashreedeyg@gmail.com,623164456,ua360,521983,995-31-7829,4.0,52.0,4112269.0,37178909.0,22114613.0,1.0,3.0,1.0,1.0,2.0,8.0,1067.0,4.0,0.0,110348.0,37550076.0,240.0,0.0,46835644.0,5.0,5528388.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Standard
Katzh,asil,asilkatzh@gmail.com,616933232,ua950,603754,995-31-2780,8.0,38.0,10043358.0,8074465.0,10016347.0,1.0,5.0,10.0,2.0,13.0,5.0,1159.0,6.0,0.0,102393.0,32478413.0,250.0,0.0,14418425.0,6.0,8030988.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Alerigib,Alberto,albertoalerigib@gmail.com,610740549,ua837,343074,995-31-3631,3.0,22.0,1216446.0,9859008.0,65819257.0,1.0,1.0,12.0,2.0,15.0,0.0,101.0,1.0,0.0,92421.0,29590757.0,184.0,0.0,3380521.0,6.0,8525028.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Chatterjeen,Neil,neilchatterjeen@gmail.com,642927274,ua547,198805,995-31-5862,5.0,48.0,9039896.0,7022254.0,61299274.0,7.0,6.0,11.0,0.0,25.0,12.0,873.0,1.0,0.0,61579.0,4145452.0,273.0,0.0,2946727.0,5.0,718852.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Good
Ingridj,er,eringridj@gmail.com,631096458,ua977,105753,995-31-4144,3.0,26.0,940317.0,8115975.0,12045506.0,8.0,4.0,13.0,2.0,15.0,17.0,817.0,5.0,0.0,14752.0,38810814.0,293.0,0.0,43996783.0,3.0,52117456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Scheyderf,Ernest,ernestscheyderf@gmail.com,633450151,ua884,834124,995-31-8522,8.0,22.0,12550836.0,1055903.0,30530283.0,2.0,3.0,5.0,4.0,7.0,8.0,357.0,3.0,0.0,50514.0,42735775.0,399.0,0.0,44313306.0,5.0,5574671.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Standard
Stempeld,Jonathan,jonathanstempeld@gmail.com,609671899,ua433,513257,995-31-5878,4.0,50.0,3939874.0,30022283.0,8298423.0,2.0,3.0,9.0,3.0,6.0,1.0,638.0,6.0,0.0,6237.0,26335146.0,296.0,0.0,27914015.0,6.0,4293246.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Standard
Kumarh,Rajesh,rajeshkumarh@gmail.com,603028020,ua846,552113,995-31-9305,8.0,28.0,3481983.0,26896526.0,22795397.0,7.0,3.0,10.0,1.0,14.0,12.0,769.0,4.0,0.0,90589.0,3769817.0,226.0,0.0,12559961.0,4.0,38057025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Standard
Wachtelp,Katya,katyawachtelp@gmail.com,647453767,ua313,586088,995-31-9239,8.0,46.0,8001164.0,68246367.0,15456161.0,7.0,6.0,18.0,4.0,9.0,16.0,178.0,12.0,0.0,79292.0,31054317.0,70.0,0.0,15562215.0,6.0,6122799.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Temple-Westf,Patrick,patricktemple-westf@gmail.com,605937342,ua148,392712,995-31-3626,2.0,18.0,6750336.0,554228.0,36817028.0,7.0,5.0,18.0,1.0,12.0,17.0,952.0,1.0,0.0,32393.0,24707369.0,227.0,0.0,27980762.0,4.0,49760336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Standard
McCranku,John,johnmccranku@gmail.com,681496396,ua793,931811,995-31-1992,8.0,20.0,5469522.0,4754935.0,19987202.0,10.0,8.0,24.0,7.0,53.0,13.0,888.0,13.0,0.0,266713.0,3602777.0,208.0,0.0,18392256.0,5.0,3416989.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Good
Pullellam,Philip,philippullellam@gmail.com,616151099,ua716,472074,995-31-9216,2.0,38.0,1810296.0,133258.0,50810932.0,5.0,5.0,18.0,5.0,6.0,8.0,1179.0,8.0,0.0,9973.0,28045383.0,116.0,0.0,56864063.0,1.0,315583.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Standard
Ognibenei,Silvia,silviaognibenei@gmail.com,632990430,ua914,424705,995-31-7870,5.0,33.0,1154842.0,9403684.0,0.0,5.0,6.0,5.0,0.0,2.0,4.0,1064.0,0.0,0.0,71573.0,33899734.0,227.0,0.0,5681069.0,4.0,6322615.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Weirk,Keith,keithweirk@gmail.com,681983809,ua145,488146,995-31-7369,4.0,22.0,9329313.0,78074277.0,1562124.0,4.0,5.0,2.0,4.0,12.0,11.0,627.0,4.0,0.0,14486.0,43331963.0,296.0,0.0,15700406.0,6.0,7075263.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Standard
Noelg,Damouni,damouninoelg@gmail.com,648303364,ua127,665358,995-31-5043,2.0,39.0,3412619.0,2619849.0,506471.0,5.0,7.0,10.0,3.0,2.0,14.0,1251.0,6.0,0.0,96343.0,23399088.0,146.0,0.0,25106512.0,1.0,25027269.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Standard
Younglaig,Rachelle,rachelleyounglaig@gmail.com,657411452,ua584,319931,995-31-5444,2.0,33.0,5639112.0,479126.0,24327087.0,9.0,9.0,17.0,6.0,26.0,25.0,2095.0,13.0,0.0,388111.0,34693275.0,100.0,0.0,10159042.0,5.0,3842647.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
Jacobse,Karen,karenjacobse@gmail.com,635261540,ua842,892604,995-31-5582,8.0,23.0,1894082.0,12814016.0,87857445.0,9.0,5.0,33.0,6.0,49.0,13.0,911.0,17.0,0.0,132742.0,36038113.0,191.0,0.0,44626675.0,4.0,25565605.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Standard
Barrs,Alistair,alistairbarrs@gmail.com,638023252,ua051,385097,995-31-4212,7.0,46.0,720744.0,62562.0,3507605.0,9.0,5.0,15.0,6.0,17.0,9.0,1511.0,10.0,0.0,225164.0,3509388.0,94.0,0.0,42389763.0,2.0,2650962.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Standard
Bullk,Alister,alisterbullk@gmail.com,608981833,ua543,291513,995-31-5009,1.0,39.0,3229188.0,287699.0,11979533.0,6.0,9.0,34.0,5.0,26.0,21.0,2555.0,7.0,0.0,313409.0,35689674.0,16.0,0.0,19172504.0,2.0,25617862.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Standard
